Teff,logg,Lum,Star_Type,FliPer
5884.8933285032535,4.439857175790345,1.053897389858854,Solar_Like,0.6066501295264252
6107.44717397754,3.7531473100525834,0.1117613890934672,Solar_Like,0.706777219450356
5790.853785955698,4.14615542195885,-0.4330742263634433,Solar_Like,0.6572744185395664
6159.907802408071,4.637199308739733,1.06905953868975,Solar_Like,0.6486016137700428
6220.836169225855,4.447633271975418,1.293146274825162,Solar_Like,0.46892933488962557
5581.234464496915,4.275714784929772,0.8430615847766814,Solar_Like,0.6980211897373352
5681.081914658959,4.444562088878025,0.556694904271386,Solar_Like,0.7092893206046113
5675.544742609915,3.638722073922113,0.0899057276074757,Solar_Like,0.5299680520524108
5147.138791612723,3.939270660474396,0.0647856494861092,Solar_Like,0.5669662130936117
5797.496951588018,3.798450761877904,0.4468996821521844,Solar_Like,0.6207346783834073
5875.42574148598,3.913381659247778,0.1607596228578219,Solar_Like,0.5287081611282918
5600.17707100778,4.606571909370764,0.0562815743049459,Solar_Like,0.6849409140589491
5733.440737976241,3.130293692864937,-0.0570701448966194,Solar_Like,0.7818630985046606
6119.971992558606,4.762098508947106,0.6704366149176819,Solar_Like,0.5501230862898145
5235.281448687673,4.29214046863375,-0.117589416207206,Solar_Like,0.6667517016626456
6107.428801117761,4.280240579886112,0.3776245861968889,Solar_Like,0.5200848774954613
5533.620534677755,3.166072767602316,0.1895058995432441,Solar_Like,0.6864835924954993
5851.768487154097,4.344028927624096,0.1188288077716961,Solar_Like,0.5725444436861862
6330.498068912542,3.236310579279482,0.0631556855920248,Solar_Like,0.5454688740542258
5404.835658962126,4.204870824315617,0.176761602579921,Solar_Like,0.6320487353652952
5776.166339151758,4.069862366214351,0.5097816678266807,Solar_Like,0.5614476272088069
5962.144993632444,4.652683556037082,0.2659459088245779,Solar_Like,0.49564933228727853
5903.117258120357,4.611388847827999,1.1886690789485086,Solar_Like,0.6487892198792883
5978.541013206967,3.958461915613768,0.1928438190296459,Solar_Like,0.6142669848445066
5651.173518147759,5.014868693685908,0.9756388292176452,Solar_Like,0.6762298849097382
5605.7970610658085,4.254497352156983,0.7399346621828204,Solar_Like,0.6027259852235665
5692.895698899583,3.9359687662951695,0.0771648584267257,Solar_Like,0.4491260835162637
4897.425480557862,3.867748105386204,-0.16153045950045,Solar_Like,0.5460977771927797
5844.619845636074,4.558721521909795,0.6363742286539533,Solar_Like,0.6762684468254386
5947.431791483789,3.513064298199917,-0.3051986958235492,Solar_Like,0.5868377253009549
5472.015472259352,3.9486205478585696,-0.4048371449513611,Solar_Like,0.4685231746703807
5798.981158058023,4.317850440888949,0.0874449482659595,Solar_Like,0.7386291276150694
5727.0177115533925,5.382475088761817,0.6521714377562398,Solar_Like,0.6969066868042147
5816.650445801614,4.330791958695613,0.5932151551906619,Solar_Like,0.582950793417454
5861.208892743742,4.038713865520212,0.220639488080181,Solar_Like,0.5277746682541308
6174.127873767217,4.0496925847154825,0.8168092282230908,Solar_Like,0.5810537658527672
5519.889666229634,4.253959147116778,0.1551536886100403,Solar_Like,0.7970804122354186
6043.855766314236,3.890356341107855,0.3030629412607883,Solar_Like,0.6996992898296314
6168.953056347038,4.708726506031999,0.8817621332761778,Solar_Like,0.5609081175511296
