Teff,logg,Lum,Star_Type
5884.8933285032535,4.439857175790345,1.053897389858854,Solar_Like
6107.44717397754,3.7531473100525825,0.11176138909346722,Solar_Like
5790.853785955698,4.14615542195885,-0.43307422636344334,Solar_Like
6159.907802408071,4.637199308739733,1.06905953868975,Solar_Like
6220.836169225855,4.447633271975418,1.2931462748251619,Solar_Like
5581.234464496915,4.275714784929772,0.8430615847766814,Solar_Like
5681.081914658959,4.444562088878025,0.556694904271386,Solar_Like
5675.544742609915,3.638722073922113,0.08990572760747578,Solar_Like
5147.138791612723,3.9392706604743957,0.06478564948610921,Solar_Like
5797.496951588018,3.798450761877904,0.44689968215218445,Solar_Like
5875.42574148598,3.913381659247778,0.16075962285782192,Solar_Like
5600.17707100778,4.606571909370764,0.0562815743049459,Solar_Like
5733.440737976241,3.130293692864937,-0.057070144896619435,Solar_Like
6119.971992558606,4.762098508947106,0.6704366149176819,Solar_Like
5235.281448687673,4.29214046863375,-0.11758941620720609,Solar_Like
6107.428801117761,4.280240579886112,0.3776245861968889,Solar_Like
5533.620534677755,3.1660727676023157,0.1895058995432441,Solar_Like
5851.768487154097,4.3440289276240955,0.11882880777169617,Solar_Like
6330.498068912542,3.236310579279482,0.06315568559202489,Solar_Like
5404.835658962126,4.204870824315617,0.17676160257992102,Solar_Like
5776.166339151758,4.069862366214351,0.5097816678266807,Solar_Like
5962.144993632444,4.652683556037082,0.2659459088245779,Solar_Like
5903.117258120357,4.611388847827999,1.1886690789485086,Solar_Like
5978.541013206967,3.958461915613768,0.19284381902964595,Solar_Like
5651.173518147759,5.014868693685908,0.9756388292176453,Solar_Like
5605.7970610658085,4.254497352156983,0.7399346621828204,Solar_Like
5692.895698899583,3.9359687662951703,0.07716485842672573,Solar_Like
4897.425480557862,3.867748105386204,-0.16153045950045003,Solar_Like
5844.619845636074,4.558721521909795,0.6363742286539533,Solar_Like
5947.431791483789,3.513064298199917,-0.30519869582354925,Solar_Like
5472.015472259352,3.9486205478585696,-0.4048371449513611,Solar_Like
5798.981158058023,4.317850440888949,0.0874449482659595,Solar_Like
5727.0177115533925,5.382475088761817,0.6521714377562398,Solar_Like
5816.650445801614,4.330791958695613,0.5932151551906619,Solar_Like
5861.208892743742,4.038713865520212,0.22063948808018108,Solar_Like
6174.127873767217,4.0496925847154825,0.8168092282230908,Solar_Like
5519.889666229634,4.253959147116778,0.1551536886100403,Solar_Like
6043.855766314236,3.890356341107855,0.30306294126078837,Solar_Like
6168.953056347038,4.708726506031999,0.8817621332761778,Solar_Like
6063.3942345265,5.055153071881169,1.1455075833473185,Solar_Like
5720.059835678949,4.293223804425706,0.28622876856009566,Solar_Like
5651.79203066099,3.3700486433337833,-0.67272701274524,Solar_Like
5969.778399313246,3.257610758033751,0.32797293638370817,Solar_Like
5359.141468816139,4.4711245234647565,0.8579558050237354,Solar_Like
5461.399551701303,4.254787747585894,-0.2562007166284481,Solar_Like
5462.341171173513,4.741591776157762,0.6783878573875657,Solar_Like
5860.656462039797,4.0344068743182415,-0.3450868863938167,Solar_Like
5310.6828689922395,3.7560245557706833,-0.23996614363622149,Solar_Like
5196.197235817046,4.35154430527747,0.015678431563730277,Solar_Like
6138.482711054748,4.105366142452879,0.9399080782871614,Solar_Like
6078.931283417136,4.3811151529522965,0.4376750869607598,Solar_Like
5958.831628620765,4.1642761765706675,0.6043994357645224,Solar_Like
6370.616774877308,3.6885888236472546,-0.35866124856532655,Solar_Like
5931.947078411245,3.2917712715698784,0.0037885773420903157,Solar_Like
5683.859593437806,3.7391426825736738,-0.3336678261870327,Solar_Like
5894.023188096508,4.865579113751422,0.7790276211306757,Solar_Like
5910.031309878498,4.011579001749776,0.5464744493169398,Solar_Like
5716.722944461018,4.18923439014439,0.37273269916908974,Solar_Like
5948.986855296885,4.758034573151853,0.4589766681225196,Solar_Like
6217.594623714713,4.09431119017132,-0.01844317783229854,Solar_Like
5890.244371543441,5.092421382125007,0.9715753412328271,Solar_Like
5952.181820589917,4.369865159964774,0.5047774115194213,Solar_Like
6140.066617990777,4.525312819255653,0.7808365436306393,Solar_Like
5990.958646470639,4.511528495368741,0.046250877453045375,Solar_Like
5724.47351940572,3.665799908856446,-0.2662923934144571,Solar_Like
6115.020070717994,5.390179589614494,0.07410123437787394,Solar_Like
5713.641507400482,4.053261947693457,0.05101809428992449,Solar_Like
5880.154923883835,4.441339660285977,-0.17171875257511543,Solar_Like
5564.502243781875,3.789335260479415,0.3141021537315657,Solar_Like
5734.821563332619,4.514394588475638,0.331289464361895,Solar_Like
5668.343012010881,5.013858218750307,0.6809566573060613,Solar_Like
5748.957861443058,3.5040020319108183,0.15247948160490618,Solar_Like
5389.984003993425,4.012868170736571,0.4377045054309394,Solar_Like
6050.484743452626,4.142834557637834,-0.6032951899228494,Solar_Like
6168.636240711522,4.602228862100838,-0.10956553300151031,Solar_Like
5745.910962402985,4.126840966936264,0.24085071200019365,Solar_Like
5910.034283161658,4.23449270113846,0.5989455113165071,Solar_Like
5874.49661397201,3.8826138900913296,-0.35508195796591424,Solar_Like
5396.574330226347,3.3961962981142806,-0.09749227423083362,Solar_Like
5358.5096861991915,3.6663803630731255,-0.06378230390291989,Solar_Like
5753.071587772546,3.814788118621659,1.0540409777829183,Solar_Like
6112.8159266322955,4.076652724278454,-0.42238488464056967,Solar_Like
5497.560064853631,3.617139510458375,-0.6183710123461037,Solar_Like
5803.418358953595,4.537941000283801,0.17920884446927543,Solar_Like
5824.004475495767,4.172378308692123,0.045211328991579536,Solar_Like
5529.923555801722,4.3537698916236325,-0.5735094465393825,Solar_Like
5851.618202951897,4.019221524204264,0.07292313531673666,Solar_Like
5457.813965499316,3.5859080416913836,0.35403215542243827,Solar_Like
5892.767379896555,4.646735692218048,0.7496692492115431,Solar_Like
5933.121910909336,4.71871909418158,0.7193081010569029,Solar_Like
5275.864389856103,4.44665416840696,0.5136558212080624,Solar_Like
5510.193137821237,4.590178799253458,0.8712793197808215,Solar_Like
5841.5802118676565,5.073303423616897,0.38682594472309906,Solar_Like
5901.039034812617,4.803815873883672,0.4141964059716594,Solar_Like
6254.3261942302615,4.354127145862012,0.8995299845030063,Solar_Like
